einhvern	fokeo
máltíðinni	nveþg
stóð	sfg3eþ
.	.

eftir	ao
að	c
allir	fokfn
höfðu	sfg3fþ
matast	ssm
þegjandi	lkfnof
,	,
var	sfg3eþ
einu	tfheþ
fangi	nheþ
af	aþ
sprekum	nhfþ
bætt	sþghen
á	ao
eldinn	nkeog
.	.

gamli	lkenvf
maðurinn	nkeng
kom	sfg3eþ
með	ao
stóran	lkeosf
trjábút	nkeo
sem	ct
hann	fpken
kom	sfg3eþ
fyrir	aa
í	aþ
eldinum	nkeþg
miðjum	lkeþsf
.	.

logarnir	nkfng
byrjuðu	sfg3fþ
strax	aa
að	cn
sleikja	sng
hann	fpkeo
.	.

þessi	faven
sjón	nven
var	sfg3eþ
mesta	lvenve
ánægja	nven
gamla	lkeevf
mannsins	nkeeg
.	.

hann	fpken
gat	sfg3eþ
ekki	aa
neitað	ssg
sér	fpkeþ
um	ao
hana	fpveo
.	.

þegar	c
logarnir	nkfng
umkringdu	sfg3fþ
trjábútinn	nkeog
frá	aþ
öllum	fovfþ
hliðum	nvfþ
,	,
var	sfg3eþ
hann	fpken
í	aþ
sjöunda	lkeþvf
himni	nkeþ
.	.

konan	nveng
kom	sfg3eþ
,	,
hallaði	sfg3eþ
sér	fpveþ
að	aþ
gamla	lkeþvf
manninum	nkeþg
og	c
hvíslaði	sfg3eþ
lágum	lkeþsf
rómi	nkeþ
í	ao
eyra	nheo
hans	fpkee
:	:

Suleyman	nken-s
,	,
hvar	aa
á	sfg1en
ég	fp1en
að	cn
láta	sng
dýnuna	nveog
fyrir	ao
drenginn	nkeog
?	?

Suleyman	nken-s
hló	sfg3eþ
sínum	fekeþ
glaðværa	lkeþvf
hlátri	nkeþ
.	.

í	ao
jötu	nveo
gamla	lkeevf
hestsins	nkeeg
...	...

hvar	aa
viltu	sfg2en
láta	sng
hana	fpveo
?	?

auðvitað	aa
þar	aa
sem	c
við	fp1fn
sofum	sfg1fn
sjálf	fbhfn
.	.

hver	fsken
veit	sfg3en
hversu	aa
langa	lveosf
leið	nveo
hann	fpken
hefur	sfg3en
farið	ssg
,	,
gesturinn	nkeng
okkar	fp1fe
,	,
áður	aa
en	c
hann	fpken
kom	sfg3eþ
til	ae
Suleymans	nkee-s
.	.

Memed	nken-s
dottaði	sfg3eþ
,	,
máttlaus	lkensf
af	aþ
hitanum	nkeþg
.	.

heyrðu	sbg2en
,	,
gestur	nken
minn	feken
,	,
sagði	sfg3eþ
Suleyman	nken-s
og	c
sneri	sfg3eþ
sér	fpkeþ
að	aþ
Memed	nkeþ-s
,	,
ertu	sfg2en
syfjaður	lkensf
?	?

Memed	nken-s
hrökk	sfg3eþ
upp	aa
:	:

-	-
nei	au
,	,
ég	fp1en
er	sfg1en
alls	fohee
ekki	aa
syfjaður	lkensf
.	.

Suleyman	nken-s
horfði	sfg3eþ
fast	aa
í	ao
augu	nhfo
hans	fpkee
.	.

-	-
heyrðu	sbg2en
,	,
Memed	nken-s
mjói	lkenvf
,	,
sagði	sfg3eþ
hann	fpken
.	.

þú	fp2en
hefur	sfg2en
ekkert	foheo
sagt	ssg
okkur	fp1fþ
.	.

hvaðan	aa
komstu	sfg2eþ
,	,
og	c
hvert	aa
ertu	sfg2en
að	cn
fara	sng
?	?

ég	fp1en
kem	sfg1en
frá	aþ
Deijirmenólúk	nxeþ-s
,	,
og	c
ég	fp1en
er	sfg1en
á	aþ
leiðinni	nveþg
til	ae
þessa	fahee
þorps	nhee
,	,
svaraði	sfg3eþ
Memed	nken-s
og	c
nuddaði	sfg3eþ
augun	nhfog
sem	ct
hann	fpkeo
sveið	sfg3eþ
í	ao
vegna	ae
reyksins	nkeeg
.	.

við	fp1fn
þekkjum	sfg1fn
Deijirmenólúk	nxeo-s
vel	aa
,	,
en	c
hvaða	fshen
þorp	nhen
er	sfg3en
þetta	fahen
sem	ct
þú	fp2en
ert	sfg2en
á	aþ
leiðinni	nveþg
til	ae
?	?
spurði	sfg3eþ
Suleyman	nken-s
og	c
þóttist	sfm3eþ
vera	sng
áhugasamur	lkensf
.	.

það	fphen
er	sfg3en
þorpið	nheng
hans	fpkee
Dúrsúns	nkee-s
,	,
svaraði	sfg3eþ
Memed	nken-s
,	,
öruggur	lkensf
með	ao
sig	fpkeo
.	.

hvaða	fskee
Dúrsúns	nkee-s
?	?
spurði	sfg3eþ
Suleyman	nken-s

þú	fp2en
þekkir	sfg2en
Abdi	nkeo-s
aga	e
?	?
svaraði	sfg3eþ
Memed	nken-s
,	,
en	c
hætti	sfg3eþ
í	aþ
miðri	lveþsf
setningu	nveþ
.	.

augu	nhfn
hans	fpkee
störðu	sfg3fþ
út	aa
í	ao
bláinn	nkeog
.	.

hvað	fshen
með	ao
það	fpheo
?	?
spurði	sfg3eþ
Suleyman	nken-s
.	.

það	fphen
er	sfg3en
okkar	fp1fe
aga	e
.	.

sko	aa
,	,
Dúrsún	nken-s
er	sfg3en
vinnumaður	nken
hjá	aþ
honum	fpkeþ
.	.

hann	fpken
plægir	sfg3en
.	.

hann	fpken
plægir	sfg3en
land	nheo
Abdi	nkee-s
aga	e
.	.

það	fphen
er	sfg3en
sá	faken
Dúrsún	nken-s
.	.

það	fphen
birti	sfg3eþ
yfir	aþ
Memed	nkeþ-s
.	.

hann	fpken
hikaði	sfg3eþ
andartak	nheo
.	.

hann	fpken
náði	sfg3eþ
fálkaunga	nkeþ
um	ao
daginn	nkeog
.	.

sko	aa
,	,
það	fphen
er	sfg3en
sá	faken
Dúrsún	nken-s
.	.

veistu	sfg2en
nú	aa
hver	fsken
það	fphen
er	sfg3en
,	,
frændi	nken
?	?

ég	fp1en
veit	sfg1en
,	,
ég	fp1en
veit	sfg1en
,	,
svaraði	sfg3eþ
Suleyman	nken-s
.	.

hvíta	lkeovf
sloppinn	nkeog
hafði	sfg3eþ
hún	fpven
sniðið	ssg
úr	aþ
gömlum	lkeþsf
vasaklút	nkeþ
,	,
og	c
henni	fpveþ
þótti	sfg3eþ
hann	fpken
sérlega	aa
vel	aa
heppnaður	lkensf
.	.

verst	lhense
var	sfg3eþ
að	c
hún	fpven
skyldi	svg3eþ
ekki	aa
hafa	sng
haft	ssg
vasaklút	nkeo
úr	aþ
eigu	nveþ
hans	fpkee
,	,
hárlokk	nkeo
af	aþ
honum	fpkeþ
.	.

leirmyndin	nveng
táknaði	sfg3eþ
annað	foheo
og	c
meira	lheovm
en	c
Lorrimer	nken-s
læknir	nken
sem	ct
hafði	sfg3eþ
verið	ssg
vondur	lkensf
við	ao
hana	fpveo
og	c
Vilhjálm	nkeo-s
,	,
hafði	sfg3eþ
bókstaflega	aa
rekið	ssg
þau	fphfo
út	aa
af	aþ
rannsóknarstofunni	nveþg
.	.

myndin	nveng
táknaði	sfg3eþ
í	aþ
raun	nveþ
Hoggatt	nxeo-s
rannsóknarstofnunina	nveog
eins	aa
og	c
hún	fpven
lagði	sfg3eþ
sig	fpveo
.	.

og	c
nú	aa
var	sfg3eþ
að	cn
ganga	sng
af	aþ
henni	fpveþ
dauðri	lveþsf
.	.

hún	fpven
sló	sfg3eþ
leirhausnum	nkeþg
varlega	aa
við	ao
handriðið	nheog
.	.

en	c
leirinn	nkeng
flattist	sfm3eþ
bara	aa
út	aa
,	,
höfuðið	nheng
missti	sfg3eþ
lögun	nveo
sína	feveo
.	.

hún	fpven
lagaði	sfg3eþ
höfuðið	nheog
varlega	aa
með	aþ
fingrunum	nkfþg
,	,
bar	sfg3eþ
það	fpheo
síðan	aa
að	aþ
kertisloganum	nkeþg
.	.

en	c
lyktin	nveng
var	sfg3eþ
vond	lvensf
,	,
og	c
hún	fpven
var	sfg3eþ
hrædd	lvensf
um	ao
að	c
það	fphen
kviknaði	sfg3eþ
í	aþ
hvíta	lkeþvf
klútnum	nkeþg
.	.

hún	fpven
rak	sfg3eþ
litlafingursnöglina	nveog
inn	aa
í	ao
hausinn	nkeog
bak	nheo
við	ao
vinstra	lheovf
eyrað	nheog
.	.

farið	nheng
var	sfg3eþ
djúpt	lhensf
og	c
snyrtilegt	lhensf
,	,
alveg	aa
inn	aa
í	ao
heila	nkeo
.	.

þetta	fahen
var	sfg3eþ
betra	lhenvm
.	.

hún	fpven
andvarpaði	sfg3eþ
ánægð	lvensf
.	.

hún	fpven
hélt	sfg3eþ
dauðri	lveþsf
leirmyndinni	nveþg
í	aþ
hægri	lveþvf
hendi	nveþ
og	c
kreisti	sfg3eþ
bleikan	lkeosf
leirinn	nkeog
,	,
hvíta	lkeovf
sloppinn	nkeog
,	,
garnhárið	nheog
,	,
saman	aa
í	ao
ólögulegan	lkeosf
klump	nkeo
.	.

svo	aa
hjúfraði	sfg3eþ
hún	fpven
sig	fpveo
inn	aa
í	ao
dúnsængina	nveog
og	c
sat	sfg3eþ
og	c
beið	sfg3eþ
dögunar	nvee
.	.
3	ta

bíllinn	nkeng
var	sfg3eþ
grænn	lkensf
Morris	nxen-s
Minor	nxen-s
,	,
hann	fpken
hafði	sfg3eþ
oltið	ssg
fram	aa
af	aþ
brúninni	nveþg
á	aþ
grunnri	lveþsf
laut	nveþ
í	aþ
óbyggða	lheþvf
svæðinu	nheþg
og	c
stöðvast	ssm
á	aþ
grasbala	nkeþ
svo	aa
sem	aa
þrjá	tfkfo
metra	nkfo
frá	aþ
brúninni	nveþg
og	c
minnti	sfg3eþ
á	ao
klunnalega	lveosf
skepnu	nveo
sem	ct
lagst	ssm
hafði	sfg3eþ
í	ao
dvala	nkeo
.	.

hann	fpken
hlaut	sfg3eþ
að	cn
hafa	sng
verið	ssg
þarna	aa
árum	nhfþ
saman	aa
,	,
ofurseldur	sþgken
ruplurum	nkfþ
,	,
forboðið	lhensf
leikfang	nhen
handa	aþ
börnunum	nhfþg
í	aþ
grenndinni	nveþg
,	,
kærkomið	lhensf
skýli	nhen
fyrir	ao
stöku	lkeoof
flæking	nkeo
eins	aa
og	c
sjötuga	lkeovf
alkann	nkeog
sem	ct
hafði	sfg3eþ
rekist	ssm
á	ao
líkið	nheog
.	.

framhjólin	nhfng
tvö	tfhfn
höfðu	sfg3fþ
verið	ssg
fjarlægð	sþghfn
og	c
ryðguð	lhfnsf
afturhjólin	nhfng
með	aþ
fúnuðum	lkfþsf
hjólbörðum	nkfþ
voru	sfg3fþ
kirfilega	aa
gróin	sþghfn
niður	aa
í	ao
kalkborinn	lkeosf
jarðveginn	nkeog
,	,
yfirborðið	nheng
dældað	sþghen
og	c
rispað	sþghen
,	,
mælitæki	nhfn
og	c
stýri	nhen
á	ao
bak	nheo
og	c
burt	aa
.	.

tveir	tfkfn
ljóskastarar	nkfn
,	,
annar	foken
á	aþ
gryfjubrúninni	nveþg
,	,
hinum	fakeþ
tyllt	sþghen
yst	aae
á	aþ
grasbalanum	nkeþg
,	,
vörpuðu	sfg3fþ
miskunnarlausu	lheþsf
skini	nheþ
á	ao
hrumleikann	nkeog
.	.

í	aþ
þessu	faheþ
sterka	lheþvf
ljósi	nheþ
fannst	sfm3eþ
Kerrison	nkeþ-s
bíllinn	nkeng
minna	sng
á	ao
afkáralegan	lkeosf
og	c
tilgerðarlegan	lkeosf
nýtísku	nvee
skúlptúr	nkeo
,	,
stillt	sþghen
upp	aa
á	ao
táknrænan	lkeosf
hátt	nkeo
við	ao
jaðar	nkeo
óskapnaðarins	nkeeg
.	.

baksætið	nheng
hafði	sfg3eþ
verið	ssg
rifið	sþghen
út	aa
og	c
fleygt	sþghen
til	ae
hliðar	nvee
,	,
tróðið	nheng
vall	sfg3eþ
upp	aa
úr	aþ
sundurskornu	lheþsf
plastinu	nheþg
.	.

í	aþ
framsætinu	nheþg
var	sfg3eþ
stúlkulík	nhen
,	,
fætur	nkfn
saman	aa
á	ao
siðsamlegan	lkeosf
hátt	nkeo
,	,
það	fphen
rifaði	sfg3eþ
lymskulega	aa
í	ao
brostin	lhfosf
augu	nhfo
,	,
tveir	tfkfn
mjóir	lkfnsf
blóðtaumar	nkfn
lengdu	sfg3fþ
ómálaðar	lvfosf
varirnar	nvfog
.	.

fyrir	ao
bragðið	nheog
fékk	sfg3eþ
andlitið	nheng
,	,
sem	ct
hafði	sfg3eþ
trúlega	aa
verið	ssg
laglegt	lhensf
eða	c
barnslega	aa
varnarlaust	lhensf
að	aþ
minnsta	lkeþve
kosti	nkeþ
,	,
á	ao
sig	fpheo
tómlegan	lkeosf
svip	nkeo
líkt	aa
og	c
á	aþ
gömlum	lkeþsf
trúði	nkeþ
.	.

þunn	lvensf
kápan	nveng
,	,
alltof	aa
þunn	lvensf
fyrir	ao
kvöld	nheo
í	aþ
nóvemberbyrjun	nveþ
,	,
var	sfg3eþ
dregin	sþgven
upp	aa
að	aþ
mitti	nheþ
.	.

hún	fpven
var	sfg3eþ
í	aþ
sokkum	nkfþ
og	c
sokkabandaklemmurnar	nvfng
skárust	sfm3fþ
inn	aa
í	ao
holdug	lhfosf
,	,
hvít	lhfosf
lærin	nhfog
.	.

þegar	c
hann	fpken
hallaði	sfg3eþ
sér	fpkeþ
yfir	ao
líkið	nheog
undir	aþ
vökulu	lheþsf
augnaráði	nheþ
Lorrimers	nkee-s
og	c
Doyles	nkee-s
,	,
fannst	sfm3eþ
honum	fpkeþ
eins	aa
og	c
svo	aa
oft	aa
endranær	aa
við	ao
svipaðar	lvfosf
aðstæður	nvfo
að	c
allt	fohen
væri	svg3eþ
svo	aa
óraunverulegt	lhensf
,	,
svo	aa
annarlegt	lhensf
og	c
hlægilega	aa
fáránlegt	lhensf
að	c
hann	fpken
gat	sfg3eþ
með	aþ
herkjum	nvfþ
bælt	ssg
niður	aa
taugaveiklunarhlátur	nkeo
.	.

hann	fpken
fann	sfg3eþ
ekki	aa
eins	aa
fyrir	aþ
þessu	faheþ
þegar	c
lík	nhen
var	sfg3eþ
farið	sþghen
að	cn
rotna	sng
.	.

það	fphen
var	sfg3eþ
eins	aa
og	c
rotnað	lhensf
hold	nhen
og	c
fúnar	lvfnsf
fatatætlur	nvfn
væru	svg3fþ
þegar	c
orðin	sþghfn
hluti	nken
af	aþ
moldinni	nveþg
sem	ct
umlukti	sfg3eþ
það	fpheo
og	c
væri	svg3eþ
ekki	aa
óeðlilegra	lhenvm
eða	c
uggvænlegra	lhenvm
en	c
safnhaugur	nken
eða	c
hrúga	nven
af	aþ
haustlaufi	nheþ
.	.

en	c
nú	aa
ýktu	sfg3fþ
kastljósin	nhfng
alla	fokfo
liti	nkfo
og	c
útlínur	nvfo
,	,
og	c
líkaminn	nkeng
sem	ct
var	sfg3eþ
svo	aa
undur	nhen
mennskur	lkensf
við	ao
fyrstu	lveove
sýn	nveo
,	,
sýndist	sfm3eþ
nú	aa
fáránlega	aa
afskræmdur	lkensf
,	,
blærinn	nkeng
á	aþ
fölum	lkfþsf
vöngunum	nkfþg
eins	aa
gervilegur	lkensf
og	c
blettótt	lhensf
plastáklæðið	nheng
í	aþ
bílnum	nkeþg
þar	aa
sem	c
líkið	nheng
hvíldi	sfg3eþ
.	.

ég	fp1en
fatta	sfg1en
og	c
fer	sfg1en
líka	aa
að	cn
hlæja	sng
.	.

einsog	c
andlitið	nheng
sé	svg3en
að	cn
rifna	sng
.	.
Hr.	nken-s
_	_
kemur	sfg3en
útúr	aþ
búðinni	nveþg
.	.

klifrar	sfg3en
uppí	ao
vagninn	nkeog
.	.

sest	sfm3en
.	.

segir	sfg3en
voða	nkee
hægt	aa
.	.

útaf	aþ
hverju	fsheþ
siturðu	sfg2en
hérna	aa
hlæjandi	lvenof
einsog	c
fífl	nhen
?	?

góði	lkenvf
Guð	nken-s
,	,
Nettie	nven-s
komin	sþgven
til	ae
okkar	fp1fe
.	.

strauk	sfg3eþ
að	aa
heiman	aa
.	.

segir	sfg3en
sér	fpveþ
hafi	svg3en
verið	ssg
meinilla	aa
við	ao
að	cn
fara	sng
frá	aþ
stjúpu	nveþ
okkar	fp1fe
,	,
en	c
hún	fpven
varð	sfg3eþ
að	cn
komast	snm
burt	aa
og	c
finna	sng
kannski	aa
hjálp	nveo
handa	aþ
litlu	lkfþvf
krökkunum	nkfþg
.	.

strákarnir	nkfng
bjarga	sfg3fn
sér	fpkfþ
,	,
segir	sfg3en
hún	fpven
.	.

geta	sfg3fn
haldið	ssg
sig	fpkfo
frá	aþ
honum	fpkeþ
.	.

lúskra	sfg3fn
á	aþ
honum	fpkeþ
þegar	c
þeir	fpkfn
stækka	sng
.	.

drepa	sng
kannski	aa
,	,
segi	sfg1en
ég	fp1en
.	.

hvernig	aa
gengur	sfg3en
hjá	aþ
ykkur	fp2fþ
Hr.	nkeþ-s
_	_
?	?
spyr	sfg3en
hún	fpven
.	.

en	c
hefur	sfg3en
augu	nhfo
í	aþ
hausnum	nkeþg
.	.

honum	fpkeþ
líst	sfm3en
enn	aa
vel	aa
á	ao
hana	fpveo
.	.

kemur	sfg3en
í	aþ
sparigallanum	nkeþg
útá	ao
veröndina	nveog
á	ao
kvöldin	nhfog
.	.

þar	aa
sem	c
hún	fpven
situr	sfg3en
hjá	aþ
mér	fp1eþ
að	cn
flysja	sng
baunir	nvfo
eða	c
hjálpa	sng
krökkunum	nkfþg
í	aþ
stafsetningu	nveþ
.	.

að	cn
hjálpa	sng
mér	fp1eþ
í	aþ
stafsetningu	nveþ
og	c
öllu	foheþ
öðru	foheþ
sem	ct
henni	fpveþ
finnst	sfm3en
ég	fp1en
þurfa	sng
kunna	sng
.	.

sama	fbhen
hvað	fshen
gengur	sfg3en
á	aa
,	,
alltaf	aa
heldur	sfg3en
Nettie	nven-s
samt	aa
áfram	aa
að	cn
reyna	sng
kenna	sng
mér	fp1eþ
á	ao
veröldina	nveog
.	.

er	sfg3en
líka	aa
góður	lkensf
kennari	nken
.	.

fer	sfg3en
alveg	aa
með	ao
mig	fp1eo
að	cn
hugsa	sng
um	ao
hana	fpveo
kannski	aa
gifta	lveosf
einhverjum	fokeþ
einsog	c
Hr.	nkeþ-s
_	_
eða	c
í	aþ
eldhúsinu	nheþg
hjá	aþ
einhverri	foveþ
hvítri	lveþsf
konu	nveþ
.	.

allan	fokeo
heila	lkeovf
daginn	nkeog
er	sfg3en
hún	fpven
að	cn
lesa	sng
,	,
læra	sng
,	,
æfa	sng
sig	fpveo
að	cn
skrifa	sng
og	c
reyna	sng
fá	sng
okkur	fp1fo
tilað	cn
hugsa	sng
.	.

ég	fp1en
yfirleitt	aa
of	aa
þreytt	lvensf
tilað	cn
hugsa	sng
.	.

en	c
hún	fpven
er	sfg3en
þolinmæðin	nveng
uppmáluð	lvensf
.	.

krakkarnir	nkfng
hans	fpkee
Hr.	nkee-s
_	_
eru	sfg3fn
öllsaman	fohfn
klár	lhfnsf
,	,
en	c
þau	fphfn
eru	sfg3fn
pöddur	nvfn
.	.

segja	sfg3fn
Celie	nven-s
,	,
vil	sfg1en
þetta	faheo
.	.

Celie	nven-s
,	,
vil	sfg1en
hitt	faheo
.	.

máttum	sfg1fþ
það	fpheo
fyrir	aþ
mömmu	nveþ
okkar	fp1fe
.	.

hann	fpken
segir	sfg3en
ekki	aa
neitt	foheo
.	.

þau	fphfn
reyna	sfg3fn
láta	sng
hann	fpkeo
taka	sng
eftir	aþ
sér	fphfþ
,	,
hann	fpken
felur	sfg3en
sig	fpkeo
bakvið	ao
reykský	nheo
.	.

láttu	sbg2en
þau	fphfo
ekki	aa
hjóla	sng
yfir	ao
þig	fp2eo
,	,
segir	sfg3en
Nettie	nven-s
.	.

verður	sfg2en
að	cn
láta	sng
þau	fphfo
finna	sng
hver	fsken
ræður	sfg3en
.	.

þau	fphfo
,	,
segi	sfg1en
ég	fp1en
.	.

en	c
hún	fpven
heldur	sfg3en
áfram	aa
og	c
áfram	aa
.	.

verður	sfg2en
að	cn
berjast	snm
á	aa
móti	aa
.	.

verður	sfg2en
að	cn
berjast	snm
.	.

en	c
ég	fp1en
kann	sfg1en
ekki	aa
að	cn
berjast	snm
.	.

eina	lhenvf
sem	ct
ég	fp1en
kann	sfg1en
er	sfg3en
að	cn
halda	sng
í	aþ
mér	fp1eþ
lífinu	nheþg
.	.

svaka	nkee
flott	lkenof
kjóll	nken
,	,
segir	sfg3en
hann	fpken
við	ao
Nettie	nveo-s
.	.

hún	fpven
segir	sfg3en
,	,
takk	au
.	.

skórnir	nkfng
beint	aa
í	ao
mark	nheo
.	.

hún	fpven
segir	sfg3en
,	,
takk	au
.	.

húðin	nveng
.	.

hárið	nheng
á	aþ
þér	fp2eþ
.	.

tennurnar	nvfng
.	.

alltaf	aa
eitthvað	fohen
nýtt	lhensf
að	cn
dásama	sng
.	.

í	aþ
fyrstunni	nveþg
brosir	sfg3en
hún	fpven
smá	aa
.	.

svo	aa
grettir	sfg3en
hún	fpven
sig	fpveo
.	.

svo	aa
er	sfg3en
hún	fpven
enganveginn	aa
.	.

heldur	sfg3en
sig	fpveo
bara	aa
hjá	aþ
mér	fp1eþ
.	.

segir	sfg3en
við	ao
mig	fp1eo
,	,
húðin	nveng
.	.

hárið	nheng
á	aþ
þér	fp2eþ
.	.

tennurnar	nvfng
.	.

hann	fpken
reynir	sfg3en
að	cn
slá	sng
henni	fpveþ
gullhamar	nkeo
og	c
svo	aa
gefur	sfg3en
hún	fpven
mér	fp1eþ
hann	fpkeo
.	.

eftir	ao
smátíma	nkeo
fer	sfg3en
mér	fp1eþ
finnast	snm
ég	fp1en
soldið	aa
sæt	lvensf
.	.

svo	aa
hættir	sfg3en
hann	fpken
.	.

segir	sfg3en
í	aþ
rúminu	nheþg
eitt	foheo
kvöldið	nheog
,	,
jæja	au
,	,
búin	lhfnsf
að	cn
gera	sng
okkar	fp1fe
fyrir	ao
Nettie	nveo-s
.	.

nú	aa
verður	sfg3en
hún	fpven
að	cn
fara	sng
.	.

hvert	aa
sosum	aa
?	?
spyr	sfg1en
ég	fp1en
.	.

sama	fbhen
er	sfg3en
mér	fp1eþ
,	,
segir	sfg3en
hann	fpken
.	.

segi	sfg1en
Nettie	nveþ-s
það	fpheo
morguninn	nkeog
eftir	aa
.	.

hún	fpven
ekkert	fohen
reið	lvensf
,	,
bara	aa
fegin	lvensf
að	cn
fara	sng
.	.

segir	sfg3en
eina	lhenvf
málið	nheng
henni	fpveþ
sé	svg3en
meinilla	aa
við	ao
að	cn
skilja	sng
mig	fp1eo
eftir	aa
.	.

við	fp1fn
föllumst	sfm1fn
í	ao
faðma	nkfo
þegar	c
hún	fpven
segir	sfg3en
þetta	faheo
.	.

alveg	aa
hræðilegt	lhensf
að	cn
skilja	sng
þig	fp2eo
eftir	aa
hjá	aþ
þessum	fakfþ
andstyggðarkrökkum	nkfþ
,	,
segir	sfg3en
hún	fpven
.	.

fyrir	ao
nú	aa
utan	aa
Hr.	nkeo-s
_	_
.	.

einsog	c
þú	fp2en
sért	svg2en
komin	sþgven
í	ao
gröfina	nveog
,	,
segir	sfg3en
hún	fpven
.	.

ennþá	aa
verra	lhenvm
,	,
hugsa	sfg1en
ég	fp1en
.	.

í	aþ
gröfinni	nveþg
þyrfti	svg1eþ
ég	fp1en
ekki	aa
að	cn
vinna	sng
.	.

en	c
segi	sfg1en
bara	aa
,	,
allt	fohen
í	aþ
lagi	nheþ
,	,
allt	fohen
í	aþ
lagi	nheþ
,	,
meðan	c
ég	fp1en
kann	sfg1en
að	cn
stafa	sng
G-u-ð	nken-s
er	sfg3en
einhver	foken
hjá	aþ
mér	fp1eþ
.	.

en	c
ég	fp1en
á	sfg1en
bara	aa
eitt	tfheo
að	cn
gefa	sng
henni	fpveþ
,	,
nafnið	nheog
á	aþ
séra	nkeþ
_	_
.	.

segi	sfg1en
henni	fpveþ
spyrja	sng
eftir	aþ
konunni	nveþg
hans	fpkee
.	.

hún	fpven
geti	svg3en
kannski	aa
hjálpað	ssg
.	.

eina	lvenvf
kona	nven
sem	ct
ég	fp1en
hef	sfg1en
séð	ssg
með	ao
pening	nkeo
.	.

ég	fp1en
segi	sfg1en
,	,
skrifaðu	sbg2en
.	.

hún	fpven
segir	sfg3en
,	,
ha	au
?	?

ég	fp1en
segi	sfg1en
,	,
skrifaðu	sbg2en
.	.

þann	fakeo
dag	nkeo
gat	sfg1eþ
ég	fp1en
ekki	aa
stillt	ssg
mig	fp1eo
um	ao
að	cn
inna	sng
hann	fpkeo
frekar	aam
eftir	aþ
hestsögunni	nveþg
.	.

«	«
en	c
þegar	c
þér	fp2fn
lásuð	sfg2fþ
ummerkin	nhfog
í	aþ
snjónum	nkeþg
og	c
á	aþ
greinunum	nvfþg
,	,
þekktuð	sfg2fþ
þér	fp2fn
ekki	aa
ennþá	aa
til	ae
Brunello	nkee-s
.	.

að	aþ
vissu	lheþsf
leyti	nheþ
áttu	sfg3fþ
þessi	fahfn
ummerki	nhfn
við	aa
um	ao
alla	fokfo
hesta	nkfo
,	,
eða	c
að	aþ
minnsta	lkeþve
kosti	nkeþ
alla	fokfo
hesta	nkfo
af	aþ
þessari	faveþ
tegund	nveþ
.	.

verðum	sfg1fn
við	fp1fn
ekki	aa
að	cn
segja	sng
þá	aa
að	c
bók	nven
náttúrunnar	nveeg
tali	svg3en
einungis	aa
til	ae
okkar	fp1fe
um	ao
eiginleika	nkfo
,	,
eins	aa
og	c
margir	lkfnsf
mætir	lkfnsf
guðfræðingar	nkfn
kenna	sfg3fn
?	?
»	»

«	«
ekki	aa
er	sfg3en
það	fphen
alveg	aa
svo	aa
kæri	lkenvf
Adso	nken-s
,	,
»	»
svaraði	sfg3eþ
meistarinn	nkeng
mér	fp1eþ
.	.

«	«
satt	lhensf
er	sfg3en
það	fphen
að	c
þessi	fahfn
ummerki	nhfn
gáfu	sfg3fþ
mér	fp1eþ
til	ae
kynna	nhfe
ef	c
þú	fp2en
vilt	sfg2en
svo	aa
hafa	sng
,	,
hest	nkeo
sem	c
verbum	e
mentis	e
,	,
og	c
hefðu	svg3fþ
bent	ssg
mér	fp1eþ
til	ae
þess	fphee
hvar	aa
sem	c
þau	fphfn
hefðu	svg3fþ
orðið	ssg
á	aþ
vegi	nkeþ
mínum	fekeþ
.	.

en	c
farið	nheng
á	aþ
þessum	fakeþ
stað	nkeþ
og	c
á	aþ
þessari	faveþ
stundu	nveþ
dagsins	nkeeg
sagði	sfg3eþ
mér	fp1eþ
að	aþ
minnsta	lkeþve
kosti	nkeþ
að	c
einn	tfken
af	aþ
öllum	fokfþ
hugsanlegum	lkfþsf
hestum	nkfþ
hefði	svg3eþ
farið	ssg
þar	aa
um	aa
.	.

þannig	aa
var	sfg1eþ
ég	fp1en
staddur	lkensf
miðja	lkfosf
vega	nkfo
milli	ae
skilnings	nkee
á	aþ
hugtakinu	nheþg
hestur	nken
og	c
vitneskju	nveþ
um	ao
tiltekinn	lkeosf
hest	nkeo
,	,
og	c
þessi	fahfn
einstaklingsbundnu	lhfnvf
ummerki	nhfn
vöktu	sfg3fþ
í	aþ
hug	nkeþ
mér	fp1eþ
það	faheo
sem	ct
ég	fp1en
vissi	sfg1eþ
um	ao
hesta	nkfo
yfirleitt	aa
.	.

segja	sng
mætti	svg3eþ
að	c
ég	fp1en
hafi	svg1en
á	aþ
þeirri	faveþ
stund	nveþ
verið	ssg
fjötraður	sþgken
á	aa
milli	ae
sérstæðis	nhee
þessara	fahfe
ummerkja	nhfe
og	c
fáfræði	nvee
minnar	fevee
sem	ct
tók	sfg3eþ
á	ao
sig	fpveo
slæðukennda	lveosf
mynd	nveo
af	aþ
allsherjarhugmynd	nveþ
.	.

ef	c
þú	fp2en
sérð	sfg2en
eitthvað	foheo
úr	aþ
fjarska	nkeþ
