önnur	foven
flautaþyrill	nken
sem	ct
aldrei	aa
settist	svm3eþ
um	ao
kyrrt	lheosf
á	aþ
Netherfield	nxeþ-s
Park	nxeþ-s
eins	aa
og	c
skylt	lhensf
var	sfg3eþ
.	.

lafði	nven
Lucas	nven-s
róaði	sfg3eþ
hana	fpveo
svolítið	aa
með	aþ
því	fpheþ
að	cn
stinga	sng
upp	aa
á	aþ
að	c
hann	fpken
hefði	svg3eþ
þurft	ssg
að	cn
fara	sng
til	ae
London	nxee-s
til	ae
að	cn
sækja	sng
föruneyti	nheo
á	ao
dansleikinn	nkeog
,	,
og	c
brátt	aa
fréttist	sfm3eþ
að	c
Bingley	nken-s
ætlaði	sfg3eþ
að	cn
koma	sng
með	ao
tólf	tfvfo
dömur	nvfo
og	c
sjö	tfkfo
herra	nkfo
með	aþ
sér	fpkeþ
á	ao
ballið	nheog
.	.

stúlkurnar	nvfng
voru	sfg3fþ
harmi	nkeþ
slegnar	lvfnsf
yfir	aþ
þessum	fakeþ
fjölda	nkeþ
kvenna	nvfe
en	c
tóku	sfg3fþ
gleði	nveo
sína	feveo
aftur	aa
daginn	nkeog
fyrir	ao
dansleikinn	nkeog
þegar	c
þær	fpvfn
fréttu	sfg3fþ
að	c
Bingley	nken-s
hefði	svg3eþ
ekki	aa
komið	ssg
með	ao
tólf	tfvfo
konur	nvfo
frá	aþ
London	nxeþ-s
heldur	c
sex	tfvfo
,	,
fimm	tfvfo
systur	nvfo
sínar	fevfo
og	c
frænku	nveo
.	.

og	c
þegar	c
hópurinn	nkeng
gekk	sfg3eþ
í	ao
salinn	nkeog
voru	sfg3fþ
þau	fphfn
bara	aa
fimm	tfhfn
í	ao
allt	foheo
:	:

Bingley	nken-s
sjálfur	fbken
,	,
tvær	tfvfn
systur	nvfn
hans	fpkee
,	,
eiginmaður	nken
þeirrar	favee
eldri	lveevm
og	c
einn	tfken
ungur	lkensf
maður	nken
að	aa
auki	aa
.	.

Bingley	nken-s
var	sfg3eþ
fríður	lkensf
og	c
fyrirmannlegur	lkensf
,	,
viðfelldinn	lkensf
á	ao
svip	nkeo
og	c
óþvingaður	lkensf
í	aþ
framkomu	nveþ
.	.

systur	nvfn
hans	fpkee
voru	sfg3fþ
fágaðar	lvfnsf
konur	nvfn
og	c
héldu	sfg3fþ
sig	fpvfo
samkvæmt	aþ
nýjustu	lveþve
tísku	nveþ
.	.

Hurst	nkeo-s
mág	nkeo
hans	fpkee
mátti	sfg3eþ
með	aþ
naumindum	nhfþ
kalla	sng
heldri	lkeovm
mann	nkeo
,	,
en	c
vinur	nken
hans	fpkee
,	,
Darcy	nken-s
,	,
dró	sfg3eþ
fljótlega	aa
að	aþ
sér	fpkeþ
athygli	nveo
allra	fokfe
í	aþ
salnum	nkeþg
.	.

-	-
afsakið	sfg2fn
,	,
við	ao
hvern	fskeo
tala	sfg1en
ég	fp1en
,	,
með	aþ
leyfi	nheþ
?	?
spurði	sfg3eþ
bólugrafni	lkenvf
herramaðurinn	nkeng
allt	fohen
í	aþ
einu	lheþsf
unga	lkeovf
ljóshærða	lkeovf
manninn	nkeog
með	ao
pinkilinn	nkeog
.	.

-	-
Lév	nkeo-s
Nikolajevits	nkeo-s
Myshkin	nkeo-s
fursta	nkeo
,	,
svaraði	sfg3eþ
sá	faken
að	aþ
bragði	nheþ
.	.

-	-
Myshkin	nken-s
fursti	nken
?	?

Lév	nken-s
Nikolajevits	nken-s
?	?

ég	fp1en
þekki	sfg1en
hann	fpkeo
ekki	aa
.	.

hef	sfg1en
ekki	aa
einu	foheþ
sinni	nheþ
heyrt	ssg
hans	fpkee
getið	sþghen
,	,
svaraði	sfg3eþ
skrifstofumaðurinn	nkeng
hugsi	lkenof
.	.

ég	fp1en
á	sfg1en
ekki	aa
við	ao
nafnið	nheog
,	,
nafnið	nheng
er	sfg3en
sögulegt	lhensf
og	c
því	aa
getur	sfg3en
maður	nken
flett	ssg
upp	aa
í	aþ
riti	nheþ
Karamsíns	nxee-s
.	.

nei	au
,	,
ég	fp1en
á	sfg1en
við	ao
svipinn	nkeog
,	,
og	c
svo	aa
rekst	sfm3en
maður	nken
aldrei	aa
á	ao
neina	fokfo
fursta	nkfo
með	aþ
þessu	faheþ
nafni	nheþ
núorðið	aa
,	,
maður	nken
heyrir	sfg3en
ekki	aa
einu	foheþ
sinni	nheþ
minnst	sþmhen
á	ao
þá	fpkfo
neinsstaðar	aa
.	.

-	-
það	fphen
er	sfg3en
ekki	aa
von	nven
!	!
svaraði	sfg3eþ
furstinn	nkeng
um	ao
hæl	nkeo
.	.

ég	fp1en
er	sfg1en
eini	lkenvf
furstinn	nkeng
af	aþ
Myshkin-ættinni	nveþgs
sem	ct
eftir	aa
er	sfg3en
,	,
og	c
líklega	aa
verð	sfg1en
ég	fp1en
sá	faken
síðasti	lkenve
.	.

og	c
hvað	fshen
forfeður	nkfo
mína	fekfo
snertir	sfg3en
voru	sfg3fþ
sumir	fokfn
þeirra	fpkfe
bara	aa
óðalsbændur	nkfn
.	.

faðir	nken
minn	feken
var	sfg3eþ
reyndar	aa
undirforingi	nken
í	aþ
hernum	nkeþg
.	.

og	c
Jepantsjína	nven-s
hershöfðingjafrú	nven
er	sfg3en
semsé	aa
með	aþ
einhverjum	fokeþ
hætti	nkeþ
furstadóttir	nven
af	aþ
Myshkin-ætt	nveþ-s
,	,
og	c
hún	fpven
er	sfg3en
líka	aa
síðust	lvense
í	aþ
röðinni	nveþg
sín	fpvee
megin	aa
...	...

-	-
ha	au
,	,
ha	au
,	,
ha	au
!	!

síðust	lvense
sín	fpvee
megin	aa
!	!

ha	au
,	,
ha	au
!	!

þetta	faheo
orðuðuð	sfg2fþ
þér	fp2fn
skemmtilega	aa
!	!
skríkti	sfg3eþ
blókin	nveng
.	.

sá	faken
dökki	lkenvf
brosti	sfg3eþ
líka	aa
.	.

ljóshærða	lkeþvf
manninum	nkeþg
kom	sfg3eþ
dálítið	aa
á	ao
óvart	lheosf
að	cn
hafa	sng
sagt	ssg
brandara	nkeo
,	,
þótt	c
vissulega	aa
væri	svg3eþ
brandarinn	nkeng
í	aþ
þynnra	lheþvm
lagi	nheþ
.	.

-	-
trúið	sfg2fn
mér	fp1eþ
,	,
ég	fp1en
sagði	sfg1eþ
þetta	faheo
í	aþ
hugsunarleysi	nheþ
,	,
sagði	sfg3eþ
hann	fpken
loks	aa
til	ae
skýringar	nvee
,	,
undrandi	lkenof
á	aþ
hlátri	nkeþ
þeirra	fpkfe
.	.

-	-
það	fphen
er	sfg3en
auðskilið	lhensf
,	,
mikil	lhfnsf
ósköp	nhfn
,	,
auðskilið	lhensf
,	,
gjammaði	sfg3eþ
embættismaðurinn	nkeng
glettnislega	aa
.	.

-	-
lögðuð	sfg2fþ
þér	fp2fn
stund	nveo
á	ao
einhver	fohfo
fræði	nhfo
þarna	aa
hjá	aþ
prófessornum	nkeþg
,	,
fursti	nken
?	?
spurði	sfg3eþ
sá	faken
dökki	lkenvf
allt	fohen
í	aþ
einu	lheþsf
.	.

-	-
já	au
,	,
ég	fp1en
var	sfg1eþ
að	cn
læra	sng
...	...

-	-
en	c
ég	fp1en
hef	sfg1en
hinsvegar	aa
aldrei	aa
lært	ssg
neitt	foheo
.	.

-	-
o	au
,	,
ég	fp1en
lærði	sfg1eþ
nú	aa
svosem	aa
ekki	aa
mikið	lheosf
,	,
bætti	sfg3eþ
furstinn	nkeng
við	aa
einsog	c
til	ae
að	cn
afsaka	sng
sig	fpkeo
.	.

vegna	ae
veikinda	nhfe
minna	fehfe
var	sfg3eþ
ekki	aa
álitið	sþghen
fært	sþghen
að	cn
veita	sng
mér	fp1eþ
reglulega	lveosf
kennslu	nveo
.	.

-	-
þekkið	sfg2fn
þér	fp2eþ
Rogosjín-fólkið	nheogs
?	?
spurði	sfg3eþ
sá	faken
dökki	lkenvf
fljótmæltur	lkensf
.	.

-	-
nei	au
,	,
alls	fohee
ekki	aa
.	.

ég	fp1en
þekki	sfg1en
svo	aa
fáa	lkfosf
í	aþ
Rússlandi	nheþ-s
,	,
sjáið	sfg2fn
þér	fp2fn
til	aa
.	.

heitið	sfg2fn
þér	fp2fn
Rogosjín	nken-s
?	?

-	-
já	au
,	,
ég	fp1en
heiti	sfg1en
Rogosjín	nken-s
.	.

Parfen	nken-s
Rogosjín	nken-s
.	.

-	-
Parfen	nken-s
?	?

ekki	aa
þó	aa
Rogosjín-fólkið	nhengs
sem	ct
...	...
byrjaði	sfg3eþ
embættismaðurinn	nkeng
og	c
var	sfg3eþ
augsýnilega	aa
mikið	lhensf
niðri	aa
fyrir	aa
.	.

-	-
jú	au
,	,
einmitt	aa
,	,
einmitt	aa
,	,
greip	sfg3eþ
sá	faken
dökki	lkenvf
fram	aa
í	aa
fyrir	aþ
honum	fpkeþ
,	,
óþolinmóður	lkensf
og	c
ókurteis	lkensf
.	.

fram	aa
að	aþ
þessu	faheþ
hafði	sfg3eþ
hann	fpken
ekki	aa
yrt	ssg
einu	tfheþ
orði	nheþ
á	ao
bólugrafna	lkeovf
skrifstofumanninn	nkeog
,	,
en	c
beint	ssg
máli	nheþ
sínu	feheþ
eingöngu	aa
til	ae
furstans	nkeeg
.	.

-	-
en	c
...	...
hvernig	aa
má	sfg3en
það	fphen
vera	sng
?	?
sagði	sfg3eþ
skrifstofumaðurinn	nkeng
í	aþ
forundran	nveþ
og	c
rak	sfg3eþ
upp	aa
stór	lhfosf
augu	nhfo
og	c
um	ao
leið	nveo
kom	sfg3eþ
á	ao
andlit	nheo
hans	fpkee
smjaðurslegur	lkensf
lotningarsvipur	nken
,	,
næstum	aa
einsog	c
þrælsótti	nken
.	.

eruð	sfg2fn
þér	fp2fn
sonur	nken
þess	fakee
sama	fbkee
Semjons	nkee-s
Parfenovits	nkee-s
Rogosjíns	nkee-s
sem	ct
dó	sfg3eþ
fyrir	aþ
mánuði	nkeþ
og	c
lét	sfg3eþ
erfingjunum	nkfþg
eftir	aa
tvær	tfvfo
og	c
hálfa	lveosf
milljón	nveo
?	?

-	-
hvar	aa
fréttir	sfg2eþ
þú	fp2en
að	c
hann	fpken
hefði	svg3eþ
látið	ssg
eftir	ao
sig	fpkeo
tvær	tfvfo
og	c
hálfa	lveosf
milljón	nveo
?	?
greip	sfg3eþ
sá	faken
dökki	lkenvf
fram	aa
í	aa
fyrir	aþ
honum	fpkeþ
og	c
virti	sfg3eþ
embættismanninn	nkeog
ekki	aa
heldur	aam
viðlits	nhee
í	ao
þetta	faheo
sinn	nheo
.	.

að	cn
sjá	sng
þetta	faheo
!	!
sagði	sfg3eþ
hann	fpken
við	ao
furstann	nkeog
um	ao
leið	nveo
og	c
hann	fpken
hnykkti	sfg3eþ
höfðinu	nheþg
í	ao
átt	nveo
til	ae
þriðja	lkeevf
mannsins	nkeeg
.	.

hvað	fsheo
hafa	sfg3fn
þeir	fpkfn
upp	aa
úr	aþ
því	fpheþ
að	cn
koma	sng
allir	fokfn
skríðandi	slg
í	aþ
halarófu	nveþ
?	?

hitt	fahen
er	sfg3en
rétt	lhensf
,	,
að	c
faðir	nken
minn	feken
dó	sfg3eþ
og	c
ég	fp1en
er	sfg1en
,	,
mánuði	nkeþ
síðar	aam
,	,
á	aþ
heimleið	nveþ
frá	aþ
Pskov	nxeþ-s
,	,
svo	aa
gott	lhensf
sem	c
skólaus	lkensf
.	.

hvorki	c
þorparinn	nkeng
hann	fpken
bróðir	nken
minn	feken
né	c
móðir	nven
mín	feven
sendu	sfg3fþ
mér	fp1eþ
peninga	nkfo
eða	c
fréttir	nvfo
!	!

einsog	c
ég	fp1en
væri	svg1eþ
hundur	nken
!	!

og	c
ég	fp1en
lá	sfg1eþ
í	aþ
hitasótt	nveþ
í	aþ
Pskov	nxeþ-s
allan	fokeo
mánuðinn	nkeog
.	.

«	«
hann	fpken
gat	sfg3eþ
sjálfum	fbkeþ
sér	fpkeþ
um	aa
kennt	ssg
,	,
fíflið	nheng
að	aa
tarna	aa
.	.
»	»

í	aþ
dagstofunni	nveþg
virti	sfg3eþ
dýrlingasalinn	nkeng
fyrir	aþ
sér	fpkeþ
tíu	tfhfe
ára	nhfe
gömlu	lveovf
,	,
máluðu	lveovf
andlitsmyndina	nveog
af	aþ
Kimma	nkeþ-s
.	.

hann	fpken
fylltist	sfm3eþ
aðdáun	nveþ
.	.

myndin	nveng
var	sfg3eþ
af	aþ
laglegum	lkeþsf
manni	nkeþ
með	ao
háan	lkeosf
flibba	nkeo
,	,
svart	lheosf
hálstau	nheo
,	,
fagurlega	aa
snúið	lheosf
efrivararskegg	nheo
,	,
sléttgreitt	lheosf
hár	nheo
og	c
rjóðar	lvfosf
kinnar	nvfo
.	.

við	ao
hlið	nveo
hans	fpkee
í	aþ
sams	fbkee
konar	nkee
ramma	nkeþ
var	sfg3eþ
frú	nven
Otúela	nven-s
,	,
í	aþ
svörtum	lkeþsf
blúndukjól	nkeþ
,	,
með	ao
ásökun	nveo
í	aþ
augunum	nhfþg
og	c
hörkulegan	lkeosf
munnsvip	nkeo
.	.

dýrlingasalinn	nkeng
virti	sfg3eþ
fyrir	aþ
sér	fpkeþ
súran	lkeosf
svip	nkeo
frúarinnar	nveeg
.	.

«	«
hún	fpven
er	sfg3en
ekki	aa
beinlínis	aa
illskuleg	lvensf
á	ao
svipinn	nkeog
,	,
en	c
mikið	aa
andskoti	nken
hefur	sfg3en
hún	fpven
verið	ssg
erfið	lvensf
viðureignar	nvee
...	...
heilög	lvensf
konan	nveng
...	...
fyrr	aam
má	sfg3en
nú	aa
rota	sng
...	...
»	»

3.	ta
kafli	nken

einungis	aa
fáeinir	fokfn
gamlir	lkfnsf
vinir	nkfn
úr	aþ
Hafnarstræti	nheþ-s
héldu	sfg3fþ
Kimma	nkeþ-s
selskap	nkeo
þegar	c
Vanda	nven-s
gekk	sfg3eþ
inn	aa
í	ao
herbergið	nheog
.	.

dýrlingasalinn	nkeng
skýrði	sfg3eþ
fyrir	aþ
félögunum	nkfþg
og	c
talaði	sfg3eþ
lágum	lkeþsf
rómi	nkeþ
:	:

«	«
þetta	fahen
er	sfg3en
dóttir	nven
hans	fpkee
.	.

og	c
hann	fpken
átti	sfg3eþ
tengdason	nkeo
,	,
og	c
bróður	nkeo
og	c
systur	nveo
líka	aa
,	,
allt	fohen
hástéttarfólk	nhen
.	.

tengdasonurinn	nkeng
er	sfg3en
skrifstofumaður	nken
og	c
býr	sfg3en
í	aþ
Itapagipe	nxeþ-s
,	,
í	aþ
svaka	nkee
fínu	lheþsf
húsi	nheþ
.	.
»	»

vinirnir	nkfng
viku	sfg3fþ
fyrir	aþ
Vöndu	nveþ-s
og	c
bjuggust	sfm3fþ
auðvitað	aa
við	aþ
því	fpheþ
að	c
hún	fpven
myndi	svg3eþ
fleygja	sng
sér	fpveþ
í	ao
fang	nheo
hins	gkee
látna	lkeevf
og	c
gráta	sng
höfgum	lhfþsf
tárum	nhfþ
eða	c
skæla	sng
hástöfum	aa
.	.

Kimmi	nken-s
vatnsfælni	lkenvf
lá	sfg3eþ
á	aþ
bakinu	nheþg
í	aþ
gömlum	lvfþsf
,	,
bættum	lvfþsf
buxum	nvfþ
,	,
rifinni	lveþsf
skyrtu	nveþ
og	c
kámugu	lheþsf
vesti	nheþ
.	.

bros	nhen
lék	sfg3eþ
um	ao
varirnar	nvfog
eins	aa
og	c
hann	fpken
nyti	svg3eþ
sín	fpkee
ólýsanlega	aa
á	aþ
þessari	faveþ
stundu	nveþ
.	.

Vanda	nven-s
stóð	sfg3eþ
þrumu	nveþ
lostin	lvensf
og	c
starði	sfg3eþ
á	ao
órakað	lheosf
andlit	nheo
hans	fpkee
,	,
óhreinar	lvfosf
hendurnar	nvfog
og	c
stóru	lveovf
tána	nveog
,	,
sem	ct
teygði	sfg3eþ
sig	fpveo
út	aa
um	ao
gatið	nheog
á	aþ
sokknum	nkeþg
.	.

hún	fpven
átti	sfg3eþ
engin	fohfo
frekari	lhfovm
tár	nhfo
að	cn
fella	sng
,	,
engan	fokeo
ekka	nkeo
til	ae
að	cn
fylla	sng
með	aa
herbergið	nheog
.	.

öllum	fohfþ
tárum	nhfþ
og	c
ekkasogum	nhfþ
var	sfg3eþ
löngu	lheþsf
eytt	sþghen
á	aþ
þeim	fahfþ
árum	nhfþ
er	c
hún	fpven
reyndi	sfg3eþ
ítrekað	aa
að	cn
fá	sng
Kimma	nkeo-s
til	ae
að	cn
snúa	sng
aftur	aa
til	ae
þess	fahee
heimilis	nhee
er	ct
hann	fpken
hafði	sfg3eþ
yfirgefið	ssg
.	.

nú	aa
gat	sfg3eþ
hún	fpven
aðeins	aa
starað	ssg
á	ao
hann	fpkeo
,	,
andlit	nhen
hennar	fpvee
var	sfg3eþ
eldrautt	lhensf
af	aþ
smán	nveþ
.	.

hann	fpken
var	sfg3eþ
harla	aa
óaðlaðandi	lhenof
lík	nhen
,	,
lík	nhen
af	aþ
flækingi	nkeþ
sem	ct
dáið	ssg
hafði	sfg3eþ
óvænt	aa
og	c
án	ae
allrar	fovee
virðingar	nvee
og	c
sem	ct
glotti	sfg3eþ
háðslega	aa
við	aþ
henni	fpveþ
og	c
eflaust	aa
við	aþ
Lénharði	nkeþ-s
og	c
öðrum	fokfþ
í	aþ
fjölskyldunni	nveþg
.	.

þetta	fahen
lík	nhen
átti	sfg3eþ
heima	aa
í	aþ
líkhúsinu	nheþg
,	,
löggan	nveng
ætti	svg3eþ
að	cn
hirða	sng
það	fpheo
og	c
gefa	sng
það	fpheo
læknastúdentum	nkfþ
til	ae
krufningar	nvee
.	.

síðan	aa
ætti	svg3eþ
að	cn
grafa	sng
það	fpheo
grunnt	aa
og	c
sleppa	sng
krossi	nkeþ
og	c
áletrun	nveþ
.	.

þetta	fahen
var	sfg3eþ
líkami	nken
Kimma	nkee-s
vatnsfælna	lkeevf
,	,
rommsvelgs	nkee
,	,
siðleysingja	nkee
og	c
fjárhættuspilara	nkee
,	,
sem	ct
átti	sfg3eþ
enga	foveo
fjölskyldu	nveo
,	,
ekkert	foheo
heimili	nheo
,	,
engin	fohfo
blóm	nhfo
og	c
engan	fokeo
til	ae
að	cn
biðja	sng
fyrir	aþ
sér	fpkeþ
.	.

þetta	fahen
var	sfg3eþ
bersýnilega	aa
ekki	aa
Jóakim	nken-s
Soares	nken-s
da	e
Cunha	nken-s
,	,
virðulegur	lkensf
starfsmaður	nken
Skattstofunnar	nveegs
,	,
sem	ct
farið	ssg
hafði	sfg3eþ
á	ao
eftirlaun	nhfo
eftir	ao
tuttugu	tfhfe
og	c
fimm	tfhfe
ára	nhfe
dygga	lveosf
þjónustu	nveo
,	,
né	c
var	sfg3eþ
þetta	fahen
fyrirmyndar	nvee
eiginmaðurinn	nkeng
sem	ct
fólk	nhen
hafði	sfg3eþ
tekið	ssg
ofan	aa
fyrir	aþ
og	c
hreykt	ssg
sér	fpheþ
af	aþ
að	cn
heilsa	sng
með	aþ
handabandi	nheþ
.	.

hvernig	aa
gat	sfg3eþ
fimmtugur	lkensf
maður	nken
yfirgefið	ssg
heimili	nheo
,	,
fjölskyldu	nveo
,	,
ævilangar	lvfosf
venjur	nvfo
og	c
gamla	lkeovf
kunningja	nkeo
,	,
til	ae
að	cn
ráfa	sng
um	ao
strætin	nhfog
,	,
þjóra	sng
á	aþ
subbulegum	lvfþsf
krám	nvfþ
,	,
bregða	sng
sér	fpkeþ
í	ao
hóruhús	nheo
,	,
eigra	sng
um	aa
drullugur	lkensf
og	c
órakaður	lkensf
,	,
hýrast	snm
í	aþ
sóðalegu	lheþsf
greni	nheþ
í	aþ
versta	lheþve
hverfi	nheþ
borgarinnar	nveeg
og	c
sofa	sng
á	aþ
úr-sér-gengnu	lheþsf
fleti	nheþ
?	?

Vanda	nven-s
leitaði	sfg3eþ
ákaft	aa
að	aþ
gildum	lvfþsf
skýringum	nvfþ
.	.

eftir	ao
dauða	nkeo
Otúelu	nvee-s
(	(
en	c
ekki	aa
einu	foheþ
sinni	nheþ
þá	aa
hafði	sfg3eþ
Kimmi	nken-s
viljað	ssg
snúa	sng
aftur	aa
heim	aa
)	)
,	,
hafði	sfg3eþ
Vanda	nven-s
rætt	ssg
þetta	faheo
við	ao
mann	nkeo
sinn	fekeo
.	.

Kimmi	nken-s
var	sfg3eþ
ekki	aa
brjálaður	lkensf
,	,
í	aþ
öllu	foheþ
falli	nheþ
ekki	aa
nægjanlega	aa
til	ae
að	cn
loka	sng
hann	fpkeo
inni	aa
.	.

um	ao
það	fpheo
voru	sfg3fþ
læknarnir	nkfng
sammála	lkfnof
.	.

hvernig	aa
í	aþ
ósköpunum	nhfþg
mátti	sfg3eþ
þá	aa
skýra	sng
svona	lveoof
hegðun	nveo
?	?

nú	aa
var	sfg3eþ
hún	fpven
loksins	aa
á	ao
enda	nkeo
runnin	sþgven
þessi	faven
martröð	nven
,	,
sem	ct
aldrei	aa
virtist	sfm3eþ
ætla	sng
að	cn
linna	sng
,	,
þessi	faken
blettur	nken
á	aþ
heiðri	nkeþ
fjölskyldunnar	nveeg
.	.

«	«
og	c
vísindalegir	lkfnsf
núna	aa
?	?

eigum	sfg1fn
við	fp1fn
að	cn
leggja	sng
í	ao
þessa	faveo
háskaför	nveo
þarna	aa
niður	aa
?	?
»	»

«	«
á	aþ
bakaleiðinni	nveþg
.	.
»	»

þau	fphfn
héldu	sfg3fþ
göngunni	nveþg
áfram	aa
.	.

það	fphen
var	sfg3eþ
ekki	aa
fyrr	aam
en	c
þá	aa
sem	c
hann	fpken
veitti	sfg3eþ
verunni	nveþg
úti	aa
á	aþ
sporðinum	nkeþg
athygli	nveo
,	,
eða	c
gerði	sfg3eþ
sér	fpkeþ
í	ao
það	fpheo
minnsta	lheove
ljóst	lheosf
að	c
hún	fpven
var	sfg3eþ
kvenkyns	nhee
.	.

«	«
almáttugur	lkensf
,	,
ég	fp1en
hélt	sfg1eþ
að	c
þetta	fahen
væri	svg3eþ
fiskimaður	nken
.	.

en	c
er	sfg3en
þetta	fahen
ekki	aa
kona	nven
?	?
»	»

Ernestína	nven-s
pírði	sfg3eþ
augun	nhfog
-	-
þessi	fahfn
gráu	lhfnvf
,	,
afskaplega	aa
fallegu	lhfnvf
augu	nhfn
voru	sfg3fþ
nærsýn	lhfnsf
og	c
greindu	sfg3fþ
ekki	aa
annað	foheo
en	c
dökkan	lkeosf
skugga	nkeo
.	.

«	«
er	sfg3en
hún	fpven
ung	lvensf
?	?
»	»

«	«
hún	fpven
er	sfg3en
of	aa
langt	aa
í	aa
burtu	aa
til	ae
að	c
hægt	lhensf
sé	svg3en
að	cn
greina	sng
það	fpheo
.	.
»	»

«	«
en	c
ég	fp1en
get	sfg1en
ímyndað	ssg
mér	fp1eþ
hver	fsken
það	fphen
er	sfg3en
.	.

þetta	fahen
hlýtur	sfg3en
að	cn
vera	sng
aumingja	nkee
Hörmung	nven-s
.	.
»	»

«	«
Hörmung	nven-s
?	?
»	»

«	«
uppnefni	nhen
.	.

eitt	tfhen
af	aþ
gælunöfnum	nhfþ
hennar	fpvee
.	.
»	»

«	«
og	c
hver	fsken
er	sfg3en
hún	fpven
?	?
»	»

«	«
sjómennirnir	nkfng
eiga	sfg3fn
klúrt	lheosf
nafn	nheo
á	ao
hana	fpveo
.	.
»	»

«	«
elsku	nvee
Tína	nven-s
mín	feven
,	,
þú	fp2en
getur	sfg2en
verið	ssg
viss	lvensf
um	ao
að	c
-	-
«	«
«	«
þeir	fpkfn
kalla	sfg3fn
hana	fpveo
Ástkonu	nveo-s
franska	lkeevf
lautinantsins	nkeeg
.	.
»	»

«	«
einmitt	aa
.	.

og	c
er	sfg3en
hún	fpven
svo	aa
kirfilega	aa
útskúfuð	lvensf
að	c
hún	fpven
neyðist	svm3en
til	ae
að	cn
dvelja	sng
hér	aa
alla	fokfo
daga	nkfo
?	?
»	»

«	«
hún	fpven
er	sfg3en
...	...
dálítið	aa
galin	lvensf
.	.

við	fp1fn
skulum	sfg1fn
snúa	sng
við	aa
.	.

ég	fp1en
kæri	sfg1en
mig	fp1eo
ekki	aa
um	ao
að	cn
koma	sng
nálægt	aþ
henni	fpveþ
.	.
»	»

þau	fphfn
námu	sfg3fþ
staðar	nkee
.	.

hann	fpken
starði	sfg3eþ
á	ao
svartklæddu	lveovf
mannveruna	nveog
.	.

«	«
ég	fp1en
er	sfg1en
orðinn	sþgken
forvitinn	lkensf
.	.

hver	fsken
er	sfg3en
þessi	faken
franski	lkenvf
lautinant	nken
?	?
»	»

«	«
maður	nken
sem	ct
sagt	sþghen
er	sfg3en
að	c
hún	fpven
...	...

«	«
«	«
hafi	svg3en
orðið	ssg
ástfangin	lvensf
af	aþ
?	?
»	»

«	«
verra	lhenvm
en	c
það	fphen
.	.
»	»

«	«
og	c
fór	sfg3eþ
hann	fpken
frá	aþ
henni	fpveþ
?	?

er	sfg3en
barn	nhen
í	aþ
spilinu	nheþg
?	?
»	»

«	«
nei	au
.	.

það	fpheo
held	sfg1en
ég	fp1en
ekki	aa
.	.

þetta	fahen
eru	sfg3fn
allt	fohen
tómar	lvfnsf
kjaftasögur	nvfn
.	.
»	»

«	«
en	c
...	...
annast	sfm3en
hana	fpveo
enginn	foken
?	?
»	»

«	«
hún	fpven
er	sfg3en
einhvers	fokee
konar	nkee
hjú	nhen
hjá	aþ
frú	nveþ
Poulteney	nveþ-s
.	.

hún	fpven
sést	sfm3en
aldrei	aa
þegar	c
við	fp1fn
heimsækjum	sfg1fn
hana	fpveo
.	.

en	c
hún	fpven
býr	sfg3en
þar	aa
.	.

gerðu	sbg2en
það	fpheo
,	,
snúum	sfg1fn
við	aa
.	.

ég	fp1en
sá	sfg1eþ
hana	fpveo
ekki	aa
.	.
»	»

en	c
hann	fpken
brosti	sfg3eþ
.	.

«	«
ef	c
hún	fpven
ræðst	sfm3en
á	ao
þig	fp2eo
skal	sfg1en
ég	fp1en
taka	sng
upp	aa
vörn	nveo
fyrir	ao
þig	fp2eo
og	c
láta	sng
reyna	sng
á	ao
þá	faveo
litlu	lveovf
riddaramennsku	nveo
sem	ct
í	aþ
mér	fp1eþ
býr	sfg3en
.	.
»	»

þau	fphfn
héldu	sfg3fþ
því	aa
áfram	aa
og	c
nálguðust	sfm3fþ
manneskjuna	nveog
við	ao
fallstykkispollann	nkeog
.	.

hún	fpven
hafði	sfg3eþ
tekið	ssg
af	aþ
sér	fpveþ
kjusuna	nveog
og	c
hélt	sfg3eþ
á	aþ
henni	fpveþ
í	aþ
hendinni	nveþg
;	;
hár	nhen
hennar	fpvee
var	sfg3eþ
dregið	sþghen
þétt	aa
saman	aa
undir	ao
kragann	nkeog
á	aþ
svartri	lveþsf
kápunni	nveþg
-	-
sem	ct
var	sfg3eþ
stórfurðuleg	lvensf
og	c
líktist	sfm3eþ
fremur	aam
reiðkápu	nveþ
karlmanns	nkee
en	c
nokkurri	foveþ
kvenyfirhöfn	nveþ
sem	ct
verið	ssg
hafði	sfg3eþ
í	aþ
tísku	nveþ
undanfarin	lhfosf
fjörutíu	tfhfo
ár	nhfo
.	.

hún	fpven
þekkti	sfg3eþ
heldur	aam
ekki	aa
til	ae
krínólínunnar	nveeg
;	;
en	c
það	fphen
var	sfg3eþ
einnig	aa
augljóst	lhensf
að	c
ástæðan	nveng
var	sfg3eþ
vanþekking	nven
en	c
ekki	aa
vitneskja	nven
um	ao
nýjustu	lvfove
tískuhugmyndir	nvfo
frá	aþ
Lundúnaborg	nveþ-s
.	.

Charles	nken-s
sagði	sfg3eþ
eitthvað	foheo
